%time,field.data
1520818073460113059,41
1520818073533561676,41
1520818073608201910,41
1520818073682334221,41
1520818073756516492,41
1520818073830168637,41
1520818073905008058,41
1520818073977803258,41
1520818074053483447,41
1520818074127585188,41
1520818074201114694,41
1520818074276613588,41
1520818074350196494,41
1520818074424099510,47
1520818074498087328,41
1520818074557690539,41
1520818074616912074,41
1520818074676014050,41
1520818074750342817,41
1520818074825541163,41
1520818074899019605,41
1520818074972898656,41
1520818075047232607,41
1520818075120280668,41
1520818075196388245,41
1520818075270057977,41
1520818075343922832,41
1520818075419448887,41
1520818075492996020,41
1520818075566704203,41
1520818075640864747,41
1520818075715303287,47
1520818075790190477,41
1520818075849296536,41
1520818075908926046,41
1520818075982806582,47
1520818076056545187,41
1520818076132027433,41
1520818076205833221,41
1520818076279778811,41
1520818076353414337,41
1520818076427155855,41
1520818076502594679,41
1520818076576506470,41
1520818076650416561,41
1520818076724435603,41
1520818076799648625,41
1520818076873325164,47
1520818076946983007,40
1520818077021750610,41
1520818077095378941,41
1520818077155997789,41
1520818077214290341,47
1520818077289274935,41
1520818077363223486,41
1520818077436848206,41
1520818077512231889,41
1520818077585809475,41
1520818077660044909,41
1520818077733592491,47
1520818077807741639,40
1520818077883253805,40
1520818077957181243,40
1520818078030680025,41
1520818078104675470,47
1520818078180113339,40
1520818078253656628,40
1520818078327393505,40
1520818078387254333,41
1520818078446223380,40
1520818078505849021,40
1520818078579627550,40
1520818078655147944,40
1520818078729045061,40
1520818078802535255,40
1520818078876822763,40
1520818078949770741,40
1520818079025786375,40
1520818079099503876,40
1520818079173445913,40
1520818079247289988,40
1520818079322727129,40
1520818079396516651,40
1520818079469980615,40
1520818079543690605,40
1520818079618020276,47
1520818079678612607,40
1520818079737415986,40
1520818079797691130,40
1520818079871406469,40
1520818079945424316,40
1520818080019014360,40
1520818080092999849,40
1520818080168718313,40
1520818080242461874,40
1520818080316189617,40
1520818080391532487,40
1520818080465383461,40
1520818080539292401,40
1520818080612809025,40
1520818080686915114,40
